1 0 1.57098
2 1 1.57098
3 1.25708 1.57098
4 1.36603 1.57098
5 1.42384 1.57098
6 1.45878 1.57098
7 1.48177 1.57098
8 1.49785 1.57098
9 1.50969 1.57098
10 1.51859 1.57098
11 1.52546 1.57098
12 1.53099 1.57098
13 1.53553 1.57098
14 1.53924 1.57098
15 1.54233 1.57098
16 1.54491 1.57098
17 1.5472 1.57098
18 1.54913 1.57098
19 1.55078 1.57098
20 1.55226 1.57098
21 1.5536 1.57098
22 1.55472 1.57098
23 1.5558 1.57098
24 1.55673 1.57098
25 1.55759 1.57098
26 1.55831 1.57098
27 1.55897 1.57098
28 1.5596 1.57098
29 1.56022 1.57098
30 1.56072 1.57098
31 1.5612 1.57098
32 1.56163 1.57098
33 1.56204 1.57098
34 1.56244 1.57098
35 1.5628 1.57098
36 1.56311 1.57098
37 1.56342 1.57098
38 1.56375 1.57098
39 1.564 1.57098
40 1.56423 1.57098
41 1.56447 1.57098
42 1.56471 1.57098
43 1.56491 1.57098
44 1.56511 1.57098
45 1.56531 1.57098
46 1.56551 1.57098
47 1.56567 1.57098
48 1.5658 1.57098
49 1.56599 1.57098
50 1.5661 1.57098
51 1.56625 1.57098
52 1.56637 1.57098
53 1.56654 1.57098
54 1.56664 1.57098
55 1.56672 1.57098
56 1.56686 1.57098
57 1.56697 1.57098
58 1.56704 1.57098
59 1.56716 1.57098
60 1.56722 1.57098
61 1.56731 1.57098
62 1.56744 1.57098
63 1.56748 1.57098
64 1.56755 1.57098
65 1.56764 1.57098
66 1.56774 1.57098
67 1.5678 1.57098
68 1.56783 1.57098
69 1.56792 1.57098
70 1.56797 1.57098
71 1.56802 1.57098
72 1.56808 1.57098
73 1.56813 1.57098
74 1.56821 1.57098
75 1.56827 1.57098
76 1.56829 1.57098
77 1.56834 1.57098
78 1.56839 1.57098
79 1.56843 1.57098
80 1.56851 1.57098
81 1.56855 1.57098
82 1.56859 1.57098
83 1.56863 1.57098
84 1.56864 1.57098
85 1.56868 1.57098
86 1.56871 1.57098
87 1.56877 1.57098
88 1.56881 1.57098
89 1.56884 1.57098
90 1.56886 1.57098
91 1.56889 1.57098
92 1.56893 1.57098
93 1.56897 1.57098
94 1.56899 1.57098
95 1.569 1.57098
96 1.56905 1.57098
97 1.56906 1.57098
98 1.56911 1.57098
99 1.56911 1.57098
100 1.56916 1.57098
